Index Coding (Basic Antidotes) Log File
2012/17/12 13:02:49

N	PIECES	numTDMA	numIndex	epsAvg	epsVec
12	1	34	48	0.40752	0.573	0.171	0.317	0.476	0.390	0.512	0.354	0.939	0.159	0.427	0.146	0.427
12	1	41	10	0.47059	0.647	0.255	0.431	0.451	0.569	0.608	0.608	0.608	0.157	0.333	0.235	0.745
12	1	31	12	0.46124	0.605	0.372	0.372	0.488	0.488	0.581	0.628	0.488	0.163	0.512	0.186	0.651
12	1	44	10	0.43827	0.556	0.185	0.426	0.500	0.481	0.519	0.593	0.593	0.130	0.241	0.204	0.833
12	1	22	6	0.37202	0.607	0.143	0.214	0.107	0.321	0.607	0.536	0.643	0.286	0.429	0.357	0.214
12	1	17	4	0.42460	0.571	0.143	0.429	0.048	0.333	0.762	0.619	0.429	0.476	0.667	0.381	0.238
12	1	20	8	0.37202	0.536	0.179	0.393	0.036	0.393	0.500	0.714	0.464	0.393	0.321	0.393	0.143
12	1	21	7	0.36905	0.500	0.071	0.321	0.143	0.357	0.571	0.464	0.714	0.429	0.536	0.250	0.071
12	1	32	8	0.43333	0.500	0.125	0.375	0.075	0.550	0.725	0.625	0.550	0.450	0.575	0.400	0.250
12	1	19	7	0.39744	0.577	0.077	0.269	0.077	0.423	0.462	0.577	0.615	0.462	0.462	0.462	0.308
12	1	16	6	0.40909	0.545	0.227	0.409	0.045	0.591	0.636	0.591	0.455	0.364	0.591	0.318	0.136
12	1	20	8	0.39881	0.571	0.143	0.321	0.179	0.429	0.643	0.571	0.607	0.429	0.607	0.179	0.107
12	1	23	7	0.37500	0.567	0.100	0.300	0.033	0.433	0.633	0.567	0.600	0.367	0.433	0.267	0.200
12	1	26	7	0.35859	0.485	0.091	0.333	0.121	0.424	0.545	0.576	0.424	0.333	0.455	0.303	0.212
12	1	27	6	0.43434	0.576	0.152	0.455	0.182	0.576	0.545	0.545	0.545	0.455	0.515	0.394	0.273
12	1	27	8	0.37857	0.571	0.114	0.343	0.086	0.371	0.686	0.543	0.400	0.429	0.257	0.429	0.314
12	1	26	6	0.43229	0.562	0.156	0.312	0.094	0.500	0.656	0.531	0.562	0.562	0.438	0.500	0.312
12	1	17	12	0.36207	0.552	0.138	0.310	0.103	0.345	0.655	0.448	0.345	0.241	0.517	0.448	0.241
12	1	29	7	0.42824	0.528	0.167	0.361	0.194	0.417	0.556	0.639	0.583	0.500	0.444	0.611	0.139
12	1	21	9	0.36389	0.567	0.067	0.367	0.067	0.300	0.467	0.500	0.467	0.500	0.467	0.433	0.167
12	1	17	10	0.36420	0.444	0.111	0.370	0.148	0.407	0.481	0.481	0.593	0.296	0.556	0.296	0.185
12	1	14	8	0.33712	0.545	0.136	0.273	0.136	0.273	0.591	0.455	0.318	0.500	0.455	0.227	0.136
12	1	29	8	0.40541	0.541	0.108	0.378	0.135	0.378	0.595	0.568	0.595	0.378	0.568	0.378	0.243
12	1	28	7	0.40952	0.629	0.171	0.400	0.057	0.371	0.514	0.543	0.571	0.600	0.486	0.429	0.143
12	1	18	7	0.36667	0.680	0.280	0.240	0.120	0.400	0.640	0.440	0.480	0.440	0.280	0.280	0.120
12	1	18	7	0.37333	0.400	0.120	0.240	0.120	0.360	0.560	0.760	0.480	0.480	0.440	0.400	0.120
12	1	22	11	0.37879	0.515	0.212	0.394	0.152	0.333	0.515	0.545	0.515	0.364	0.424	0.364	0.212
12	1	25	7	0.38802	0.500	0.219	0.312	0.062	0.375	0.500	0.594	0.625	0.469	0.469	0.375	0.156
12	1	34	9	0.38760	0.581	0.070	0.302	0.000	0.558	0.488	0.605	0.581	0.302	0.581	0.395	0.186
12	1	28	8	0.40741	0.472	0.111	0.306	0.083	0.472	0.500	0.444	0.639	0.444	0.583	0.500	0.333
12	1	30	9	0.41880	0.615	0.154	0.359	0.103	0.462	0.487	0.564	0.564	0.410	0.538	0.462	0.308
12	1	22	8	0.35556	0.333	0.100	0.400	0.067	0.500	0.567	0.633	0.433	0.267	0.367	0.400	0.200
12	1	26	7	0.41919	0.424	0.121	0.455	0.061	0.273	0.545	0.515	0.636	0.515	0.606	0.576	0.303
12	1	22	8	0.36111	0.533	0.167	0.367	0.100	0.367	0.567	0.433	0.500	0.333	0.500	0.367	0.100
12	1	18	6	0.38542	0.458	0.083	0.375	0.083	0.458	0.708	0.708	0.417	0.250	0.500	0.375	0.208
12	1	20	10	0.35278	0.533	0.100	0.400	0.100	0.400	0.500	0.467	0.567	0.333	0.333	0.400	0.100
12	1	23	10	0.37374	0.545	0.152	0.242	0.030	0.485	0.515	0.455	0.606	0.303	0.424	0.364	0.364
12	1	13	7	0.38333	0.500	0.100	0.250	0.150	0.400	0.450	0.550	0.650	0.350	0.600	0.450	0.150
12	1	26	8	0.43627	0.559	0.118	0.382	0.147	0.441	0.588	0.559	0.647	0.471	0.618	0.471	0.235
12	1	17	8	0.36000	0.520	0.200	0.360	0.080	0.360	0.440	0.520	0.560	0.320	0.600	0.200	0.160
12	1	23	6	0.40517	0.552	0.172	0.207	0.000	0.379	0.483	0.655	0.552	0.414	0.690	0.517	0.241
12	1	25	8	0.36869	0.455	0.091	0.364	0.091	0.333	0.606	0.545	0.576	0.364	0.394	0.394	0.212
12	1	29	8	0.36712	0.622	0.108	0.297	0.027	0.378	0.459	0.676	0.514	0.378	0.405	0.405	0.135
12	1	21	8	0.36494	0.621	0.069	0.414	0.069	0.310	0.621	0.517	0.483	0.276	0.345	0.345	0.310
12	1	21	8	0.37644	0.448	0.034	0.414	0.034	0.552	0.552	0.414	0.483	0.448	0.276	0.517	0.345
12	1	24	8	0.46094	0.531	0.125	0.594	0.125	0.375	0.656	0.656	0.656	0.531	0.531	0.406	0.344
12	1	29	8	0.42568	0.541	0.216	0.405	0.108	0.459	0.568	0.514	0.703	0.459	0.459	0.297	0.378
12	1	25	8	0.37879	0.667	0.121	0.303	0.121	0.394	0.758	0.545	0.303	0.242	0.455	0.394	0.242
12	1	26	8	0.37255	0.500	0.059	0.265	0.088	0.412	0.500	0.647	0.618	0.235	0.441	0.353	0.353
12	1	16	9	0.37667	0.440	0.080	0.440	0.080	0.520	0.520	0.440	0.440	0.440	0.400	0.400	0.320
12	1	18	7	0.36667	0.680	0.120	0.200	0.080	0.320	0.640	0.520	0.600	0.520	0.320	0.320	0.080
12	1	23	6	0.37644	0.552	0.172	0.276	0.069	0.379	0.345	0.552	0.586	0.448	0.552	0.345	0.241
12	1	20	8	0.37798	0.464	0.107	0.286	0.107	0.393	0.607	0.500	0.643	0.321	0.571	0.393	0.143
12	1	28	7	0.40238	0.600	0.143	0.371	0.171	0.400	0.657	0.657	0.514	0.343	0.486	0.286	0.200
12	1	21	7	0.36310	0.500	0.143	0.357	0.071	0.464	0.571	0.500	0.321	0.286	0.536	0.393	0.214
12	1	21	5	0.37179	0.385	0.154	0.462	0.038	0.346	0.692	0.538	0.538	0.308	0.577	0.269	0.154
