Index Coding (Basic Antidotes) Log File
2012/17/12 16:29:17

N	PIECES	numTDMA	numIndex	epsAvg	epsVec
12	1	14	24	0.22368	0.289	0.184	0.211	0.026	0.211	0.289	0.316	0.342	0.132	0.342	0.263	0.079
12	1	19	14	0.33081	0.455	0.061	0.333	0.061	0.303	0.545	0.424	0.515	0.303	0.485	0.273	0.212
12	1	31	12	0.38953	0.628	0.093	0.465	0.047	0.372	0.535	0.488	0.488	0.419	0.488	0.395	0.256
12	1	17	13	0.38056	0.533	0.133	0.367	0.067	0.400	0.533	0.467	0.467	0.333	0.567	0.467	0.233
12	1	26	12	0.36404	0.316	0.184	0.395	0.026	0.368	0.474	0.579	0.605	0.342	0.553	0.342	0.184
12	1	19	12	0.34677	0.452	0.097	0.419	0.097	0.355	0.387	0.419	0.548	0.323	0.387	0.419	0.258
12	1	26	14	0.43958	0.600	0.200	0.375	0.150	0.325	0.575	0.650	0.650	0.525	0.500	0.425	0.300
12	1	20	13	0.33081	0.515	0.091	0.182	0.030	0.333	0.485	0.545	0.515	0.273	0.485	0.273	0.242
12	1	22	12	0.35049	0.471	0.088	0.265	0.029	0.382	0.441	0.471	0.500	0.412	0.529	0.382	0.235
12	1	26	12	0.38377	0.395	0.184	0.395	0.158	0.368	0.500	0.500	0.553	0.474	0.368	0.553	0.158
12	1	17	13	0.32778	0.400	0.100	0.333	0.100	0.433	0.533	0.333	0.500	0.233	0.367	0.333	0.267
12	1	17	13	0.36944	0.533	0.133	0.367	0.100	0.367	0.500	0.567	0.433	0.400	0.367	0.233	0.433
12	1	28	25	0.32075	0.415	0.132	0.208	0.132	0.302	0.528	0.491	0.472	0.321	0.377	0.321	0.151
12	1	17	12	0.34770	0.552	0.207	0.241	0.138	0.172	0.379	0.655	0.552	0.276	0.414	0.483	0.103
12	1	22	24	0.29891	0.370	0.065	0.283	0.109	0.348	0.522	0.500	0.543	0.174	0.283	0.304	0.087
12	1	19	12	0.35753	0.452	0.161	0.355	0.129	0.355	0.548	0.452	0.419	0.194	0.516	0.387	0.323
12	1	24	13	0.37838	0.432	0.135	0.270	0.054	0.459	0.568	0.486	0.486	0.351	0.622	0.486	0.189
12	1	26	12	0.35965	0.526	0.132	0.421	0.053	0.342	0.447	0.579	0.526	0.342	0.447	0.395	0.105
12	1	19	11	0.33611	0.467	0.167	0.200	0.033	0.400	0.500	0.533	0.500	0.300	0.500	0.267	0.167
12	1	20	12	0.34896	0.562	0.250	0.406	0.156	0.406	0.375	0.312	0.406	0.375	0.312	0.406	0.219
12	1	40	13	0.41509	0.604	0.208	0.377	0.094	0.358	0.698	0.434	0.604	0.491	0.453	0.415	0.245
12	1	17	12	0.37931	0.552	0.069	0.345	0.172	0.517	0.414	0.483	0.586	0.310	0.379	0.414	0.310
12	1	25	13	0.42544	0.500	0.211	0.342	0.184	0.553	0.553	0.579	0.579	0.421	0.474	0.368	0.342
12	1	28	12	0.38958	0.625	0.150	0.400	0.075	0.400	0.625	0.575	0.550	0.225	0.425	0.425	0.200
12	1	27	13	0.38125	0.550	0.175	0.450	0.075	0.425	0.450	0.500	0.500	0.300	0.450	0.425	0.275
12	1	35	12	0.42730	0.681	0.149	0.489	0.128	0.447	0.468	0.638	0.702	0.404	0.447	0.404	0.170
12	1	22	12	0.35049	0.529	0.147	0.353	0.059	0.382	0.647	0.353	0.441	0.353	0.382	0.294	0.265
12	1	25	13	0.36623	0.632	0.184	0.342	0.053	0.395	0.474	0.474	0.579	0.368	0.395	0.368	0.132
12	1	30	25	0.32273	0.455	0.127	0.327	0.055	0.255	0.436	0.455	0.436	0.309	0.455	0.400	0.164
12	1	23	12	0.34048	0.571	0.086	0.171	0.029	0.371	0.486	0.514	0.429	0.257	0.543	0.343	0.286
12	1	20	12	0.40365	0.625	0.094	0.312	0.156	0.406	0.625	0.469	0.531	0.344	0.625	0.344	0.312
12	1	20	12	0.32031	0.438	0.156	0.250	0.031	0.281	0.469	0.406	0.562	0.375	0.469	0.219	0.188
12	1	28	26	0.37963	0.519	0.204	0.426	0.130	0.426	0.500	0.444	0.481	0.333	0.500	0.389	0.204
12	1	28	11	0.34829	0.487	0.051	0.308	0.128	0.410	0.513	0.385	0.487	0.308	0.487	0.410	0.205
12	1	23	13	0.38657	0.528	0.083	0.500	0.111	0.472	0.417	0.472	0.583	0.333	0.583	0.333	0.222
12	1	32	12	0.36932	0.523	0.068	0.386	0.091	0.364	0.523	0.500	0.455	0.341	0.477	0.364	0.341
12	1	27	12	0.36538	0.487	0.128	0.333	0.051	0.385	0.564	0.385	0.667	0.410	0.462	0.462	0.051
12	1	22	13	0.34286	0.429	0.143	0.371	0.114	0.314	0.543	0.457	0.400	0.314	0.314	0.429	0.286
12	1	26	13	0.33333	0.436	0.103	0.308	0.077	0.359	0.590	0.538	0.385	0.333	0.359	0.385	0.128
12	1	27	12	0.34402	0.462	0.128	0.333	0.026	0.333	0.410	0.462	0.590	0.410	0.385	0.410	0.179
12	1	18	11	0.32471	0.345	0.241	0.276	0.138	0.241	0.552	0.586	0.483	0.310	0.414	0.276	0.034
12	1	38	12	0.36667	0.560	0.100	0.380	0.020	0.460	0.540	0.440	0.640	0.340	0.300	0.440	0.180
12	1	22	14	0.37963	0.444	0.278	0.222	0.139	0.417	0.639	0.417	0.556	0.389	0.361	0.389	0.306
12	1	24	13	0.38514	0.405	0.189	0.243	0.108	0.432	0.568	0.459	0.541	0.405	0.541	0.405	0.324
12	1	20	25	0.32593	0.400	0.244	0.311	0.089	0.356	0.400	0.444	0.467	0.311	0.311	0.356	0.222
12	1	18	24	0.33135	0.571	0.167	0.357	0.048	0.333	0.381	0.405	0.452	0.405	0.333	0.286	0.238
12	1	26	11	0.37838	0.514	0.054	0.405	0.054	0.459	0.486	0.432	0.568	0.459	0.432	0.459	0.216
12	1	18	25	0.38760	0.395	0.186	0.442	0.070	0.442	0.535	0.535	0.419	0.372	0.535	0.419	0.302
12	1	26	24	0.33667	0.440	0.160	0.360	0.080	0.300	0.480	0.460	0.500	0.240	0.500	0.340	0.180
12	1	35	12	0.37234	0.511	0.149	0.319	0.128	0.489	0.660	0.553	0.511	0.255	0.426	0.340	0.128
12	1	30	12	0.34127	0.524	0.024	0.214	0.048	0.405	0.524	0.548	0.548	0.333	0.429	0.286	0.214
12	1	22	12	0.33578	0.529	0.059	0.206	0.059	0.324	0.471	0.647	0.412	0.382	0.471	0.324	0.147
12	1	24	12	0.35880	0.472	0.083	0.278	0.028	0.500	0.444	0.444	0.528	0.278	0.583	0.389	0.278
12	1	22	11	0.36616	0.606	0.121	0.273	0.091	0.303	0.485	0.485	0.515	0.424	0.424	0.364	0.303
12	1	27	12	0.42521	0.564	0.154	0.385	0.154	0.436	0.615	0.718	0.385	0.410	0.538	0.513	0.231
12	1	17	12	0.38506	0.448	0.207	0.241	0.103	0.276	0.517	0.724	0.586	0.310	0.483	0.517	0.207
12	1	34	24	0.34052	0.414	0.103	0.397	0.034	0.431	0.534	0.448	0.448	0.362	0.293	0.431	0.190
12	1	30	12	0.37897	0.571	0.143	0.190	0.095	0.333	0.524	0.548	0.643	0.310	0.524	0.500	0.167
12	1	32	24	0.35119	0.482	0.143	0.321	0.089	0.411	0.446	0.446	0.429	0.339	0.554	0.411	0.143
12	1	19	12	0.33602	0.516	0.065	0.290	0.097	0.355	0.419	0.581	0.645	0.387	0.355	0.258	0.065
12	1	28	12	0.44583	0.575	0.150	0.375	0.150	0.375	0.550	0.700	0.600	0.500	0.400	0.550	0.425
12	1	23	12	0.33571	0.486	0.143	0.400	0.086	0.314	0.371	0.486	0.400	0.229	0.514	0.400	0.200
12	1	15	12	0.36420	0.333	0.111	0.333	0.111	0.370	0.556	0.259	0.593	0.444	0.333	0.481	0.444
12	1	21	12	0.36111	0.424	0.091	0.242	0.061	0.424	0.697	0.576	0.455	0.242	0.424	0.485	0.212
12	1	19	11	0.34444	0.567	0.100	0.433	0.000	0.300	0.500	0.500	0.600	0.233	0.333	0.400	0.167
12	1	19	12	0.36559	0.484	0.161	0.258	0.097	0.419	0.548	0.452	0.516	0.387	0.355	0.516	0.194
12	1	19	12	0.33871	0.452	0.161	0.258	0.065	0.355	0.387	0.548	0.613	0.484	0.419	0.258	0.065
12	1	18	23	0.30894	0.268	0.146	0.341	0.122	0.268	0.512	0.390	0.463	0.317	0.366	0.268	0.244
12	1	20	13	0.37626	0.394	0.121	0.364	0.121	0.424	0.576	0.545	0.576	0.333	0.364	0.424	0.273
12	1	21	14	0.39524	0.514	0.171	0.343	0.114	0.514	0.400	0.429	0.571	0.486	0.543	0.314	0.343
12	1	30	12	0.40079	0.643	0.190	0.286	0.071	0.286	0.548	0.476	0.571	0.548	0.429	0.571	0.190
12	1	22	14	0.36111	0.500	0.167	0.278	0.139	0.389	0.444	0.639	0.444	0.361	0.361	0.417	0.194
